Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Airship Q,PSV,2015.0,Platform,0.0,0.0,0.03,0.0,,,
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,0.0,0.0,0.06,0.0,,,
Akai Ito DS,DS,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
Akai Katana Shin,X360,2011.0,Shooter,0.04,0.0,0.01,0.0,,,
Akane Iro ni Somaru Saka Parallel,PS2,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,0.0,0.0,0.01,0.0,,,
Akatsuki no Goei Trinity,PSP,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
Akatsuki no Goei Trinity,PS3,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
AKB1/149: Love Election,PSP,2012.0,Adventure,0.0,0.0,0.23,0.0,,,
AKB1/149: Love Election,PS3,2013.0,Adventure,0.0,0.0,0.08,0.0,,,
AKB1/149: Love Election,PSV,2012.0,Adventure,0.0,0.0,0.07,0.0,,,
AKB1/48: Idol to Guam de Koishitara...,PSP,2011.0,Misc,0.0,0.0,0.4,0.0,,,
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,0.0,0.0,0.01,0.0,,,
AKB1/48: Idol to Koishitara...,PSP,2010.0,Misc,0.0,0.0,0.41,0.0,,,
AKB48+Me,3DS,2012.0,Action,0.0,0.0,0.11,0.0,,,
Akiba's Trip,PSP,2011.0,Adventure,0.0,0.0,0.14,0.0,,,
Akiba's Trip Plus,PSP,2012.0,Adventure,0.0,0.0,0.08,0.0,,,
Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,0.04,0.02,0.08,0.01,,,
Akiba's Trip: Undead & Undressed,PS4,2014.0,Action,0.08,0.0,0.01,0.02,,,
Akiba's Trip: Undead & Undressed,PS3,2013.0,Action,0.05,0.01,0.04,0.01,,,
Akko ni Omakase! Brain Shock,DS,2006.0,Misc,0.0,0.0,0.04,0.0,,,
Akuji the Heartless,PS,1998.0,Platform,0.07,0.04,0.0,0.01,,,
Aladdin Magic Racer,Wii,2011.0,Racing,0.01,0.0,0.0,0.0,,,E
Alan Wake,PC,2012.0,Action,0.0,0.06,0.0,0.01,83.0,8,T
Alan Wake,X360,2010.0,Action,0.66,0.5,0.05,0.13,83.0,8.1,T
Alex Rider: Stormbreaker,DS,,Action,0.06,0.0,0.0,0.0,48.0,6.1,T
Alexi Lalas International Soccer,PS,1998.0,Sports,0.04,0.03,0.0,0.0,,,
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,0.01,0.01,0.0,0.0,,6.8,E
Alia's Carnival! Sacrament,PSV,2015.0,Adventure,0.0,0.0,0.03,0.0,,,
Alias,XB,2004.0,Action,0.04,0.01,0.0,0.0,64.0,6,T
Alias,PS2,2004.0,Action,0.05,0.04,0.0,0.01,64.0,8,T
Alice in Wonderland,Wii,2010.0,Adventure,0.25,0.21,0.0,0.05,69.0,7.4,E10+
Alice in Wonderland,DS,2010.0,Adventure,0.25,0.17,0.0,0.04,78.0,tbd,E10+
Alice: Madness Returns,X360,2011.0,Adventure,0.27,0.14,0.04,0.04,70.0,8.1,M
Alice: Madness Returns,PC,2011.0,Adventure,0.0,0.1,0.0,0.02,75.0,8.4,M
Alice: Madness Returns,PS3,2011.0,Adventure,0.22,0.24,0.04,0.08,70.0,7.9,M
Alien,2600,1981.0,Action,0.74,0.04,0.0,0.01,,,
Alien Breed Trilogy,X360,2011.0,Shooter,0.0,0.02,0.0,0.0,,,
Alien Hominid,PS2,2004.0,Shooter,0.05,0.04,0.0,0.01,78.0,8.3,T
Alien Hominid,GC,2004.0,Shooter,0.07,0.02,0.0,0.0,78.0,8.5,T
Alien Monster Bowling League,Wii,2009.0,Sports,0.09,0.0,0.0,0.01,,tbd,E10+
Alien Resurrection,PS,2000.0,Shooter,0.09,0.06,0.0,0.01,61.0,7.5,M
Alien Syndrome,PSP,2007.0,Role-Playing,0.07,0.0,0.0,0.01,51.0,6,T
Alien Syndrome,Wii,2007.0,Role-Playing,0.05,0.0,0.0,0.0,48.0,7.1,T
Alien Trilogy,PS,1996.0,Shooter,0.24,0.16,0.04,0.03,,,
Alien: Isolation,PS4,2014.0,Shooter,0.34,0.57,0.04,0.17,79.0,8.1,M
Alien: Isolation,X360,2014.0,Shooter,0.15,0.1,0.0,0.02,,8.2,M
Alien: Isolation,PS3,2014.0,Shooter,0.12,0.16,0.0,0.05,,8.3,M
Alien: Isolation,PC,2014.0,Shooter,0.0,0.14,0.0,0.01,81.0,8.4,M
Alien: Isolation,XOne,2014.0,Shooter,0.22,0.24,0.0,0.04,78.0,7.8,M
Alien's Return,2600,1982.0,Action,0.32,0.02,0.0,0.0,,,
Alienators: Evolution Continues,GBA,2001.0,Action,0.03,0.01,0.0,0.0,54.0,tbd,E
Aliens in the Attic,DS,2009.0,Action,0.05,0.0,0.0,0.0,58.0,6,E10+
Aliens in the Attic,Wii,2009.0,Action,0.07,0.0,0.0,0.01,,tbd,E10+
Aliens versus Predator: Extinction,PS2,2003.0,Strategy,0.09,0.07,0.0,0.02,66.0,8.4,T
Aliens versus Predator: Extinction,XB,2003.0,Strategy,0.06,0.02,0.0,0.0,64.0,7.7,T
Aliens vs Predator,X360,2010.0,Shooter,0.55,0.4,0.0,0.11,64.0,7.3,M
Aliens vs Predator,PS3,2010.0,Shooter,0.41,0.46,0.0,0.18,65.0,7.3,M
Aliens vs Predator,PC,2010.0,Shooter,0.0,0.17,0.0,0.02,68.0,7.4,M
Aliens vs Predator: Requiem,PSP,2007.0,Action,0.03,0.12,0.0,0.07,49.0,5.6,T
Aliens: Colonial Marines,PC,2013.0,Shooter,0.1,0.06,0.0,0.02,45.0,3.5,M
Aliens: Colonial Marines,PS3,2013.0,Shooter,0.2,0.29,0.0,0.11,43.0,3.6,M
Aliens: Colonial Marines,X360,2013.0,Shooter,0.36,0.34,0.0,0.07,48.0,3.8,M
Aliens: Infestation,DS,2011.0,Action,0.09,0.05,0.0,0.02,76.0,8.2,T
All Grown Up! Express Yourself,GBA,2004.0,Misc,0.13,0.05,0.0,0.0,,,
All Grown Up!: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,0.17,0.06,0.0,0.0,,,
All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,0.0,0.0,0.15,0.0,,,
All Kamen Rider: Rider Generation,DS,2011.0,Action,0.0,0.0,0.12,0.0,,,
All Kamen Rider: Rider Generation 2,DS,2012.0,Action,0.0,0.0,0.1,0.0,,,
All Kamen Rider: Rider Generation 2,PSP,2012.0,Action,0.0,0.0,0.06,0.0,,,
All Points Bulletin,PC,2010.0,Role-Playing,0.0,0.03,0.0,0.01,,,
All Star Cheer Squad,Wii,2008.0,Sports,0.43,0.29,0.0,0.08,,5.2,E
All Star Cheer Squad,DS,2008.0,Sports,0.26,0.0,0.0,0.02,,tbd,E
All Star Cheer Squad 2,Wii,2009.0,Sports,0.12,0.0,0.0,0.01,,tbd,E
All Star Karate,Wii,2010.0,Action,0.13,0.07,0.0,0.02,46.0,tbd,E10+
All Star Pro-Wrestling,PS2,2000.0,Fighting,0.0,0.0,0.2,0.0,,,
All Star Tennis 99,N64,1999.0,Sports,0.04,0.01,0.0,0.0,,,
All-Pro Football 2K8,PS3,2007.0,Sports,0.14,0.0,0.0,0.01,73.0,7.3,E10+
All-Pro Football 2K8,X360,2007.0,Sports,0.24,0.0,0.0,0.02,75.0,6.8,E10+
All-Star Baseball 2000,N64,1999.0,Sports,0.36,0.03,0.0,0.0,,,
All-Star Baseball 2001,N64,2000.0,Sports,0.22,0.01,0.0,0.0,,,
All-Star Baseball 2002,GC,2001.0,Sports,0.17,0.04,0.0,0.01,66.0,5.6,E
All-Star Baseball 2002,PS2,2001.0,Sports,0.27,0.21,0.0,0.07,77.0,7.6,E
All-Star Baseball 2003,GC,2002.0,Sports,0.12,0.03,0.0,0.0,83.0,8,E
All-Star Baseball 2003,XB,2002.0,Sports,0.19,0.06,0.0,0.01,79.0,8.1,E
All-Star Baseball 2003,PS2,2002.0,Sports,0.38,0.29,0.0,0.1,81.0,8.4,E
All-Star Baseball 2003,GBA,2002.0,Sports,0.11,0.04,0.0,0.0,77.0,tbd,E
All-Star Baseball 2004,GC,2003.0,Sports,0.06,0.02,0.0,0.0,80.0,9.2,E
All-Star Baseball 2004,XB,2003.0,Sports,0.1,0.03,0.0,0.0,74.0,8.4,E
All-Star Baseball 2004,PS2,2003.0,Sports,0.21,0.16,0.0,0.05,78.0,7.5,E
All-Star Baseball 2004,GBA,2003.0,Sports,0.05,0.02,0.0,0.0,,,
All-Star Baseball 2005,PS2,,Sports,0.16,0.12,0.0,0.04,72.0,8.6,E
All-Star Baseball 2005,XB,,Sports,0.11,0.03,0.0,0.01,75.0,8.8,E
All-Star Baseball 99,N64,1998.0,Sports,0.44,0.04,0.0,0.0,,,
Alleyway,GB,1989.0,Puzzle,0.96,0.38,0.55,0.05,,,
Allied General,PS,1996.0,Strategy,0.11,0.07,0.0,0.01,,,
Alone in the Dark,Wii,2008.0,Adventure,0.09,0.08,0.0,0.02,39.0,4.4,M
Alone in the Dark,PS2,2008.0,Adventure,0.03,0.02,0.0,0.01,47.0,5.4,M
Alone in the Dark,X360,2008.0,Adventure,0.14,0.3,0.0,0.05,58.0,5.7,M
Alone in the Dark,PC,2008.0,Adventure,0.0,0.01,0.0,0.0,55.0,5.7,M
Alone in the Dark: Inferno,PS3,2008.0,Adventure,0.09,0.03,0.0,0.02,69.0,5.6,M
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996.0,Adventure,0.17,0.12,0.0,0.02,,,
Alone in the Dark: The New Nightmare,PS,,Adventure,0.09,0.06,0.0,0.01,77.0,8.1,M
Alpha and Omega,DS,2010.0,Action,0.06,0.0,0.0,0.0,,tbd,E
Alpha Protocol,X360,2010.0,Role-Playing,0.23,0.12,0.0,0.04,63.0,7.2,M
Alpha Protocol,PC,2010.0,Role-Playing,0.0,0.03,0.0,0.01,72.0,7.5,M
Alpha Protocol,PS3,2010.0,Role-Playing,0.19,0.17,0.0,0.07,64.0,6.9,M
Alter Echo,PS2,2003.0,Shooter,0.06,0.05,0.0,0.02,62.0,7,T
Alter Echo,XB,2003.0,Shooter,0.04,0.01,0.0,0.0,62.0,tbd,T
Alter Ego,PC,1985.0,Simulation,0.0,0.03,0.0,0.01,59.0,5.8,T
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,0.07,0.02,0.0,0.0,63.0,4.8,T
Alundra,PS,1997.0,Role-Playing,0.13,0.09,0.0,0.01,86.0,9,T
Alundra 2: A New Legend Begins,PS,1999.0,Role-Playing,0.15,0.1,0.0,0.02,,,
Alvin and the Chipmunks,PS2,2007.0,Misc,0.04,0.03,0.0,0.01,33.0,4.5,E
Alvin and the Chipmunks,Wii,2007.0,Misc,0.05,0.0,0.0,0.0,30.0,3.6,E
Alvin and the Chipmunks,DS,2007.0,Misc,0.12,0.0,0.0,0.01,,tbd,E
Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,0.09,0.01,0.0,0.01,,5.1,E10+
Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,0.06,0.03,0.0,0.01,,tbd,E10+
Alvin and the Chipmunks: Chipwrecked,Wii,2011.0,Misc,0.07,0.01,0.0,0.01,,tbd,E10+
Alvin and the Chipmunks: The Squeakquel,DS,2009.0,Misc,0.27,0.0,0.0,0.02,,tbd,E
Alvin and the Chipmunks: The Squeakquel,Wii,2009.0,Misc,0.09,0.0,0.0,0.01,,tbd,E
Amagami,PSP,2011.0,Adventure,0.0,0.0,0.15,0.0,,,
Amagami,PS2,2009.0,Adventure,0.0,0.0,0.13,0.0,,,
Amagami,PSV,2014.0,Adventure,0.0,0.0,0.04,0.0,,,
Amagoushi no Yakata,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,,,
Amazing Adventures: The Forgotten Ruins,DS,2008.0,Adventure,0.13,0.08,0.0,0.02,,tbd,E
Amazing Island,GC,2004.0,Strategy,0.04,0.01,0.0,0.0,59.0,6.6,E
America Oudan Ultra-Quiz,SAT,1995.0,Misc,0.0,0.0,0.02,0.0,,,
America's Army: Rise of a Soldier,XB,2005.0,Shooter,0.19,0.05,0.0,0.01,70.0,7.4,T
America's Army: True Soldiers,X360,2007.0,Shooter,0.08,0.0,0.0,0.01,43.0,6.7,T
America's Next Top Model,DS,2008.0,Action,0.1,0.0,0.0,0.01,,tbd,E10+
America's Next Top Model,Wii,2010.0,Action,0.07,0.0,0.0,0.0,,tbd,E10+
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,0.25,0.0,0.0,0.02,87.0,5.6,E
American Bass Challenge,GBA,2001.0,Sports,0.03,0.01,0.0,0.0,69.0,tbd,E
American Chopper,PS2,2004.0,Racing,0.35,0.01,0.0,0.06,47.0,7.5,T
American Chopper,XB,2004.0,Racing,0.11,0.03,0.0,0.01,44.0,5.9,T
American Chopper 2: Full Throttle,PS2,2005.0,Racing,0.09,0.07,0.0,0.02,,8.1,T
American Chopper 2: Full Throttle,GC,2005.0,Racing,0.04,0.01,0.0,0.0,54.0,tbd,T
American Chopper 2: Full Throttle,XB,2005.0,Racing,0.04,0.01,0.0,0.0,,tbd,T
American Girl: Julie Finds a Way,DS,2007.0,Adventure,0.1,0.0,0.0,0.01,,tbd,E
American Girl: Kit Mystery Challenge!,DS,2008.0,Adventure,0.42,0.0,0.0,0.03,,tbd,E
American Idol,PS2,2003.0,Misc,0.27,0.21,0.0,0.07,41.0,4.8,E
American Idol,GBA,2003.0,Misc,0.15,0.06,0.0,0.0,,4.8,E
AMF Bowling 2004,XB,2003.0,Sports,0.22,0.06,0.0,0.01,48.0,4.4,
AMF Bowling Pinbusters!,Wii,2007.0,Sports,0.84,0.0,0.0,0.07,,,
AMF Bowling Pinbusters!,DS,2008.0,Sports,0.06,0.0,0.0,0.0,,,
AMF Bowling World Lanes,Wii,2008.0,Sports,0.33,0.0,0.0,0.03,,1.1,E
AMF Xtreme Bowling,PS2,2006.0,Sports,0.01,0.01,0.0,0.0,30.0,4.2,E
Amnesia,PSP,2011.0,Adventure,0.0,0.0,0.04,0.0,,,
Amnesia Crowd,PSP,2013.0,Misc,0.0,0.0,0.05,0.0,,,
Amnesia Later,PSP,2012.0,Misc,0.0,0.0,0.05,0.0,,,
Amnesia Later,PSV,2014.0,Misc,0.0,0.0,0.01,0.0,,,
AMNESIA World,PSV,2014.0,Adventure,0.0,0.0,0.03,0.0,,,
Amped 2,XB,2003.0,Sports,0.2,0.04,0.0,0.01,80.0,7.7,E
Amped 3,X360,2005.0,Sports,0.13,0.02,0.0,0.01,72.0,7.1,T
Amped: Freestyle Snowboarding,XB,2001.0,Sports,0.69,0.11,0.0,0.02,78.0,9,E
Amplitude,PS2,2003.0,Misc,0.09,0.07,0.0,0.02,86.0,8.8,T
An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,0.02,0.01,0.0,0.0,,,
Anarchy Reigns,PS3,2012.0,Action,0.1,0.03,0.06,0.02,71.0,8.2,M
Anarchy Reigns,X360,2012.0,Action,0.12,0.02,0.02,0.01,73.0,7.9,M
And1 Streetball,PS2,2006.0,Action,0.13,0.1,0.0,0.03,,,
And1 Streetball,XB,2006.0,Action,0.06,0.02,0.0,0.0,,,
Andretti Racing,PS,1996.0,Racing,0.43,0.29,0.0,0.05,,,
Angel Blade: Neo Tokyo Guardians,PS,1997.0,Role-Playing,0.12,0.08,0.0,0.01,,,
Angelique Duet,PS,1998.0,Strategy,0.0,0.0,0.04,0.0,,,
Angelique Retour,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
Angelique Trois,PS2,2000.0,Adventure,0.0,0.0,0.06,0.0,,,
Angelique: Maren no Rokukishi,PSP,2011.0,Adventure,0.0,0.0,0.03,0.0,,,
Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,0.0,0.03,0.0,0.0,,tbd,E
Angry Birds,PC,2011.0,Puzzle,0.0,0.18,0.0,0.05,,7.3,E
Angry Birds Star Wars,PS4,2013.0,Strategy,0.1,0.08,0.0,0.04,47.0,2,E
Angry Birds Star Wars,PSV,2013.0,Strategy,0.03,0.03,0.0,0.02,,2,E
Angry Birds Star Wars,3DS,2013.0,Strategy,0.15,0.15,0.0,0.03,,3,E
Angry Birds Star Wars,PS3,2013.0,Strategy,0.1,0.14,0.0,0.05,49.0,3.6,E
Angry Birds Star Wars,X360,2013.0,Strategy,0.16,0.1,0.0,0.02,59.0,5.6,E
Angry Birds Star Wars,Wii,2013.0,Strategy,0.15,0.09,0.0,0.02,,2.8,E
Angry Birds Star Wars,WiiU,2013.0,Strategy,0.05,0.04,0.0,0.01,,6.8,E
Angry Birds Star Wars,XOne,2013.0,Strategy,0.11,0.04,0.0,0.02,53.0,6.9,E
Angry Birds Trilogy,X360,2012.0,Action,0.18,0.05,0.0,0.02,63.0,3.5,E
Angry Birds Trilogy,3DS,2012.0,Action,0.38,0.2,0.0,0.05,62.0,4.6,E
Angry Birds Trilogy,PS3,2012.0,Action,0.12,0.02,0.0,0.03,66.0,3.7,E
Angry Birds: Rio,PC,2011.0,Puzzle,0.0,0.07,0.0,0.02,,tbd,E
Anima - Gate of Memories,PS4,2016.0,Action,0.0,0.02,0.0,0.0,52.0,7.9,T
Animal Crossing,GC,2001.0,Simulation,1.92,0.16,0.99,0.09,87.0,8.9,E
Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,0.19,0.11,0.09,0.03,46.0,4.4,E
Animal Crossing: City Folk,Wii,2008.0,Simulation,1.82,1.12,1.32,0.36,73.0,7.6,E
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,0.51,01.02,1.4,0.12,66.0,6.9,E
Animal Crossing: New Leaf,3DS,2012.0,Simulation,02.03,2.36,4.39,0.39,88.0,8.7,E
Animal Crossing: Wild World,DS,2005.0,Simulation,2.5,3.45,5.33,0.86,86.0,8.7,E
Animal Genius,DS,2007.0,Puzzle,0.1,0.0,0.0,0.01,,tbd,E
Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,0.07,0.0,0.0,0.01,,tbd,E
Animal Paradise,DS,2007.0,Simulation,0.09,0.14,0.0,0.02,49.0,tbd,E
Animal Planet: Emergency Vets,DS,2009.0,Simulation,0.08,0.0,0.0,0.01,,tbd,E
Animal Planet: Vet Collection,DS,2010.0,Simulation,0.05,0.0,0.0,0.0,,tbd,E
Animal Planet: Vet Life,DS,2009.0,Simulation,0.1,0.0,0.0,0.01,,tbd,E
Animal Planet: Vet Life,Wii,2009.0,Simulation,0.08,0.0,0.0,0.01,,tbd,E
Animaniacs Ten Pin Alley,PS,1998.0,Sports,0.36,0.25,0.0,0.04,,,
Animaniacs: The Great Edgar Hunt,GC,2005.0,Platform,0.02,0.01,0.0,0.0,65.0,tbd,E
AniMates!,DS,2007.0,Simulation,0.02,0.0,0.0,0.0,33.0,2.5,E
Animorphs: Shattered Reality,PS,2000.0,Action,0.03,0.02,0.0,0.0,27.0,tbd,E
Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,0.07,0.05,0.0,0.01,78.0,7.5,E
Anno 2070,PC,2011.0,Strategy,0.0,1.13,0.0,0.29,83.0,7,T
Anno 2205,PC,2015.0,Strategy,0.02,0.22,0.0,0.02,72.0,5.9,E10+
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
Another Code R: A Journey into Lost Memories,Wii,2009.0,Adventure,0.0,0.03,0.03,0.0,66.0,,
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016.0,Action,0.0,0.0,0.06,0.0,,,
Ant Nation,DS,2009.0,Simulation,0.06,0.01,0.0,0.01,,tbd,E
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009.0,Role-Playing,0.0,0.0,0.02,0.0,,,
Antz Extreme Racing,PS2,2002.0,Racing,0.02,0.02,0.0,0.01,31.0,5,E
Antz Extreme Racing,XB,2002.0,Racing,0.01,0.0,0.0,0.0,35.0,8.7,E
Anubis II,Wii,2007.0,Platform,0.06,0.0,0.0,0.0,19.0,2.7,E
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Ao no Kanata no Four Rhythm,PSV,2016.0,Adventure,0.0,0.0,0.03,0.0,,,
Aoishiro,PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
Apache: Air Assault,PS3,2010.0,Simulation,0.11,0.06,0.0,0.03,66.0,6.1,T
Apache: Air Assault,X360,2010.0,Simulation,0.12,0.03,0.0,0.01,70.0,6.4,T
Apache: Air Assault,PC,2010.0,Simulation,0.0,0.03,0.0,0.0,64.0,7.5,T
Apassionata: Die Galanacht der Pferde,DS,2009.0,Simulation,0.0,0.04,0.0,0.01,,,
APB Reloaded,PC,2011.0,Role-Playing,0.02,0.01,0.0,0.0,56.0,5.7,M
Ape Escape,PS,1999.0,Platform,0.71,0.48,0.32,0.11,90.0,8.8,E
Ape Escape,PS3,2010.0,Platform,0.0,0.03,0.0,0.01,,,
Ape Escape 2,PS2,2002.0,Platform,0.12,0.09,0.38,0.03,82.0,8.4,E
Ape Escape 3,PS2,2005.0,Platform,0.06,0.05,0.0,0.02,77.0,8.5,E10+
Ape Escape Academy,PSP,2004.0,Misc,0.13,0.15,0.0,0.05,51.0,5.8,E10+
Ape Escape Academy (jp sales),PSP,2004.0,Misc,0.0,0.0,0.13,0.0,,,
Ape Escape: On the Loose,PSP,2005.0,Platform,0.52,0.0,0.12,0.05,66.0,6.4,E
Ape Escape: Pumped & Primed,PS2,2004.0,Misc,0.04,0.03,0.0,0.01,,,
Apex,XB,2003.0,Racing,0.1,0.03,0.0,0.0,74.0,9.1,E
Apocalypse,PS,1998.0,Action,0.25,0.17,0.0,0.03,,,
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,0.28,0.04,0.64,0.03,78.0,8.1,T
Aqua Aqua,PS2,2000.0,Puzzle,0.05,0.04,0.0,0.01,79.0,tbd,E
Aqua Panic!,DS,2009.0,Puzzle,0.01,0.01,0.0,0.0,,,
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007.0,Racing,0.03,0.03,0.0,0.01,37.0,5.9,M
Aquaman: Battle for Atlantis,GC,2003.0,Action,0.01,0.0,0.0,0.0,27.0,3.1,T
Aquaman: Battle for Atlantis,XB,,Action,0.01,0.0,0.0,0.0,26.0,2.7,T
Aquanaut's Holiday,PS,1995.0,Adventure,0.01,0.01,0.0,0.0,,,
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008.0,Adventure,0.0,0.0,0.04,0.0,,,
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,0.05,0.0,0.05,0.01,75.0,7.8,T
Aquarium by DS,DS,2008.0,Simulation,0.05,0.0,0.0,0.0,,tbd,
Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,0.05,0.03,0.06,0.02,67.0,7.8,T
Ar Nosurge: Ode to an Unborn Star,PSV,2014.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Ar tonelico 2: Melody of Metafalica,PS2,2007.0,Role-Playing,0.04,0.03,0.11,0.01,,,
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,0.08,0.01,0.13,0.01,61.0,5.4,M
Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,0.0,0.0,0.1,0.0,71.0,7.7,T
Arabians Lost: The Engagement on Desert,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
Arc Rise Fantasia,Wii,2009.0,Role-Playing,0.12,0.0,0.06,0.01,64.0,7.8,T
Arc the Lad,PS,1995.0,Role-Playing,0.0,0.0,1.1,0.01,,,
Arc the Lad II,PS,1996.0,Role-Playing,0.0,0.0,0.92,0.13,,,
Arc the Lad III,PS,1999.0,Role-Playing,0.0,0.0,0.39,0.03,,,
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,0.03,0.02,0.0,0.01,59.0,4.2,T
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,0.18,0.14,0.0,0.05,72.0,8.2,T
Arcade Hits: Frisky Tom,PS,2002.0,Action,0.16,0.11,0.0,0.02,,,
Arcade Party Pak,PS,1999.0,Misc,0.06,0.04,0.0,0.01,,,
Arcade Shooting Gallery,Wii,2008.0,Shooter,0.18,0.0,0.0,0.01,,tbd,E10+
Arcade Zone,Wii,2009.0,Misc,0.14,0.0,0.0,0.01,,tbd,E
Arcana Famiglia 2,PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011.0,Adventure,0.0,0.0,0.05,0.0,,,
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
Arcana Heart,PS2,2007.0,Fighting,0.06,0.05,0.04,0.02,77.0,8.1,T
Arcana Heart 3,PS3,2011.0,Fighting,0.04,0.04,0.1,0.02,73.0,7.5,T
Arcana Heart 3,X360,2011.0,Fighting,0.0,0.02,0.02,0.0,68.0,,T
Arcana Heart 3,PSV,2014.0,Fighting,0.02,0.0,0.02,0.01,,,
Arcania: Gothic 4,X360,2010.0,Role-Playing,0.04,0.04,0.01,0.01,64.0,5.2,T
Arcania: Gothic 4,PC,2010.0,Role-Playing,0.09,0.08,0.0,0.02,63.0,4.4,T
Arcania: Gothic 4,PS4,2015.0,Role-Playing,0.04,0.0,0.0,0.01,,,
Archer Maclean Presents: Pool Paradise,PS2,2004.0,Sports,0.03,0.02,0.0,0.01,,,
Archer Maclean Presents: Pool Paradise,GC,2004.0,Sports,0.02,0.01,0.0,0.0,,,
Archer Maclean's 3D Pool,GBA,2003.0,Misc,0.05,0.02,0.0,0.0,,,
Archer Maclean's Mercury,PSP,2005.0,Puzzle,0.17,0.24,0.0,0.14,75.0,6.6,E
Arctic Tale,DS,2007.0,Adventure,0.13,0.0,0.0,0.01,38.0,tbd,E
Arctic Tale,Wii,2007.0,Adventure,0.04,0.0,0.0,0.0,,tbd,E
Arctic Thunder,PS2,2001.0,Racing,0.17,0.14,0.0,0.05,45.0,5.3,T
Arctic Thunder,XB,2001.0,Racing,0.09,0.02,0.0,0.0,57.0,tbd,T
Are You Alice?,PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
Are You Smarter Than A 5th Grader?,DS,2007.0,Misc,0.48,0.0,0.0,0.04,,tbd,E
Are You Smarter Than a 5th Grader? Back to School,Wii,2010.0,Misc,0.18,0.0,0.0,0.01,,tbd,E
Are You Smarter Than a 5th Grader? Back to School,DS,2010.0,Misc,0.08,0.0,0.0,0.01,,tbd,E
Are You Smarter than a 5th Grader? Game Time,X360,2009.0,Puzzle,0.12,0.0,0.0,0.01,,1.3,E
Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,0.25,0.0,0.0,0.02,,tbd,E
Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,0.22,0.0,0.0,0.02,,tbd,E
Are You Smarter than a 5th Grader? Make the Grade,Wii,2008.0,Misc,0.5,0.0,0.0,0.04,,tbd,E
Are You Smarter than a 5th Grader? Make the Grade,DS,2008.0,Misc,0.36,0.0,0.0,0.03,,tbd,E
Area 51,XB,2005.0,Shooter,0.22,0.06,0.0,0.01,72.0,8.1,M
